Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
103,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,31,1987,10,7,663,0,1,0,0,1,0,0,0.14,0.14,0,0.14,0.3,0.3,0,0.04,0,0.04,0.04,0.04,Matches
104,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,28,1989,6,5,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.02,0.03,0.01,0.03,Matches
105,Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,25,1993,27,20,1844,0,0,0,0,2,0,0,0,0,0,0,0.8,0.8,1.9,0.04,0.09,0.13,0.04,0.13,Matches
106,Tom Davies\Tom-Davies,eng ENG,MF,Everton,20,1998,16,10,980,0,0,0,0,3,0,0,0,0,0,0,0.3,0.3,0.5,0.03,0.05,0.08,0.03,0.08,Matches
107,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,33,1985,3,1,98,0,1,0,0,0,0,0,0.92,0.92,0,0.92,0,0,0.7,0,0.6,0.6,0,0.6,Matches
108,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,27,1991,19,11,975,2,2,0,0,2,0,0.18,0.18,0.37,0.18,0.37,2.1,2.1,3.5,0.2,0.32,0.52,0.2,0.52,Matches
109,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,30,1988,32,28,2545,9,5,1,1,4,1,0.32,0.18,0.5,0.28,0.46,9.3,8.5,4.7,0.33,0.17,0.5,0.3,0.47,Matches
110,Jermain Defoe\Jermain-Defoe,eng ENG,DFFW,Bournemouth,35,1982,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,1.6,0,1.6,1.6,1.6,Matches
111,Steven Defour\Steven-Defour,be BEL,MF,Burnley,30,1988,6,6,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
112,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,28,1989,11,8,725,0,1,0,0,1,1,0,0.12,0.12,0,0.12,0.1,0.1,0.3,0.01,0.04,0.05,0.01,0.05,Matches
113,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,31,1987,10,7,515,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
114,Leander Dendoncker\Leander-Dendoncker,be BEL,MF,Wolves,23,1995,19,17,1467,2,0,0,0,1,0,0.12,0,0.12,0.12,0.12,2.5,2.5,1.2,0.16,0.07,0.23,0.16,0.23,Matches
115,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,29,1988,23,10,1068,0,1,0,0,1,0,0,0.08,0.08,0,0.08,3.5,3.5,0.6,0.3,0.05,0.34,0.3,0.34,Matches
116,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Watford,24,1994,30,26,2066,10,5,0,0,3,0,0.44,0.22,0.65,0.44,0.65,8.3,8.3,4.9,0.36,0.21,0.58,0.36,0.58,Matches
117,Fousseni Diabaté\Fousseni-Diabate,ml MLI,FW,Leicester City,22,1995,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.24,0.24,0,0.24,Matches
118,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Huddersfield,22,1996,12,6,552,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0.4,0.14,0.07,0.21,0.14,0.21,Matches
119,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,31,1987,29,24,2166,0,0,0,0,3,0,0,0,0,0,0,0.9,0.9,0,0.04,0,0.04,0.04,0.04,Matches
120,Grady Diangana\Grady-Diangana,eng ENG,FWMF,West Ham,20,1998,17,6,609,0,1,0,0,0,0,0,0.15,0.15,0,0.15,0.7,0.7,1.2,0.1,0.17,0.27,0.1,0.27,Matches
121,Eric Dier\Eric-Dier,eng ENG,MF,Tottenham,24,1994,20,18,1506,3,0,0,0,4,0,0.18,0,0.18,0.18,0.18,1.6,1.6,0.9,0.1,0.05,0.15,0.1,0.15,Matches
122,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,25,1993,35,33,2965,4,4,0,0,5,1,0.12,0.12,0.24,0.12,0.24,1.1,1.1,6.1,0.03,0.18,0.22,0.03,0.22,Matches
123,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,27,1991,38,38,3384,4,2,0,0,1,0,0.11,0.05,0.16,0.11,0.16,3.2,3.2,1.1,0.08,0.03,0.11,0.08,0.11,Matches
124,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,21,1997,33,33,2970,1,0,0,0,4,0,0.03,0,0.03,0.03,0.03,1.1,1.1,0.1,0.03,0,0.04,0.03,0.04,Matches
125,Matt Doherty\Matt-Doherty,ie IRL,DFMF,Wolves,26,1992,38,35,3144,4,5,0,0,5,0,0.11,0.14,0.26,0.11,0.26,5.6,5.6,4.8,0.16,0.14,0.3,0.16,0.3,Matches
126,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,25,1993,35,34,3062,5,6,0,0,7,0,0.15,0.18,0.32,0.15,0.32,5.6,5.6,3.8,0.16,0.11,0.28,0.16,0.28,Matches
127,Luke Dreher\Luke-Dreher,eng ENG,MF,Crystal Palace,19,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
128,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,29,1989,38,38,3420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
129,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,26,1992,35,35,3087,5,1,0,0,4,1,0.15,0.03,0.17,0.15,0.17,2.8,2.8,0.3,0.08,0.01,0.09,0.08,0.09,Matches
130,Demeaco Duhaney\Demeaco-Duhaney,eng ENG,DF,Huddersfield,19,1998,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
131,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,26,1991,26,21,1990,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.8,0.01,0.03,0.04,0.01,0.04,Matches
132,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,26,1991,36,36,3151,2,1,0,0,6,1,0.06,0.03,0.09,0.06,0.09,1.2,1.2,0.6,0.03,0.02,0.05,0.03,0.05,Matches
133,Erik Durm\Erik-Durm,de GER,DF,Huddersfield,26,1992,28,21,2055,0,1,0,0,0,0,0,0.04,0.04,0,0.04,0.3,0.3,0.9,0.02,0.04,0.05,0.02,0.05,Matches
134,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Cardiff City,30,1988,38,37,3376,0,1,0,0,0,0,0,0.03,0.03,0,0.03,0.8,0.8,0.4,0.02,0.01,0.03,0.02,0.03,Matches
135,Ederson\Ederson,br BRA,GK,Manchester City,24,1993,38,38,3420,0,1,0,0,2,0,0,0.03,0.03,0,0.03,0,0,0.3,0,0.01,0.01,0,0.01,Matches
136,Harvey Elliot\Harvey-Elliot,eng ENG,MF,Fulham,15,2003,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.53,0,0.53,0.53,0.53,Matches
137,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,26,1992,8,5,380,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.14,0.03,0.17,0.14,0.17,Matches
138,Mohamed Elyounoussi\Mohamed-Elyounoussi,no NOR,MFFW,Southampton,23,1994,16,8,793,0,0,0,0,0,0,0,0,0,0,0,1.9,1.9,1.1,0.21,0.13,0.34,0.21,0.34,Matches
139,Christian Eriksen\Christian-Eriksen,dk DEN,MFFW,Tottenham,26,1992,35,30,2774,8,12,0,0,3,0,0.26,0.39,0.65,0.26,0.65,5.5,5.5,6.9,0.18,0.22,0.4,0.18,0.4,Matches
140,Neil Etheridge\Neil-Etheridge,ph PHI,GK,Cardiff City,28,1990,38,38,3420,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,Matches
141,Jonny Evans\Jonny-Evans,nir NIR,DF,Leicester City,30,1988,24,21,1996,1,0,0,0,2,0,0.05,0,0.05,0.05,0.05,0.9,0.9,0.2,0.04,0.01,0.05,0.04,0.05,Matches
142,Łukasz Fabiański\Lukasz-Fabianski,pl POL,GK,West Ham,33,1985,38,38,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.01,0.01,0,0.01,Matches
143,Fabinho\Fabinho,br BRA,MF,Liverpool,24,1993,28,21,2017,1,2,0,0,6,0,0.04,0.09,0.13,0.04,0.13,1,1,1.3,0.04,0.06,0.1,0.04,0.1,Matches
144,Cesc Fàbregas\Cesc-Fabregas,es ESP,MF,Chelsea,31,1987,6,1,180,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.05,0.14,0.19,0.05,0.19,Matches
145,Fabricio\Fabricio,es ESP,GK,Fulham,30,1987,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
146,Marouane Fellaini\Marouane-Fellaini,be BEL,MF,Manchester Utd,30,1987,14,6,752,0,1,0,0,1,0,0,0.12,0.12,0,0.12,0.4,0.4,0.1,0.05,0.01,0.06,0.05,0.06,Matches
147,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,27,1991,29,22,2049,1,1,0,0,1,0,0.04,0.04,0.09,0.04,0.09,0.5,0.5,1.8,0.02,0.08,0.1,0.02,0.1,Matches
148,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,29,1989,19,17,1484,0,1,0,0,2,0,0,0.06,0.06,0,0.06,0.2,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
149,Fernandinho\Fernandinho,br BRA,MF,Manchester City,33,1985,29,27,2377,1,3,0,0,5,0,0.04,0.11,0.15,0.04,0.15,1.9,1.9,2.9,0.07,0.11,0.18,0.07,0.18,Matches
150,Roberto Firmino\Roberto-Firmino,br BRA,FWMF,Liverpool,26,1991,34,31,2607,12,6,1,1,0,0,0.41,0.21,0.62,0.38,0.59,13.3,12.5,5.6,0.46,0.19,0.65,0.43,0.63,Matches
151,Phil Foden\Phil-Foden,eng ENG,MF,Manchester City,18,2000,13,3,335,1,0,0,0,0,0,0.27,0,0.27,0.27,0.27,2.5,2.5,0.6,0.67,0.16,0.83,0.67,0.83,Matches
152,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,30,1988,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
153,Ben Foster\Ben-Foster,eng ENG,GK,Watford,35,1983,38,38,3420,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0,0.01,0.01,0,0.01,Matches
154,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Fulham,20,1998,12,10,793,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.4,0.01,0.04,0.05,0.01,0.05,Matches
155,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,20,1998,12,10,888,1,0,0,0,3,1,0.1,0,0.1,0.1,0.1,0.7,0.7,0.3,0.08,0.03,0.11,0.08,0.11,Matches
156,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,33,1985,17,13,1229,0,2,0,0,1,0,0,0.15,0.15,0,0.15,0.1,0.1,1,0.01,0.07,0.08,0.01,0.08,Matches
157,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,24,1994,38,35,3166,7,14,0,0,2,0,0.2,0.4,0.6,0.2,0.6,4.5,4.5,11.8,0.13,0.34,0.46,0.13,0.46,Matches
158,Fred\Fred,br BRA,MF,Manchester Utd,25,1993,17,13,1041,1,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17,0.8,0.8,0.9,0.07,0.08,0.15,0.07,0.15,Matches
159,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,25,1992,15,12,1086,1,0,0,0,5,0,0.08,0,0.08,0.08,0.08,0.5,0.5,0.2,0.04,0.02,0.06,0.04,0.06,Matches
160,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,32,1986,3,2,207,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.02,0.13,0.15,0.02,0.15,Matches
161,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Southampton,26,1991,12,4,476,1,0,0,0,0,0,0.19,0,0.19,0.19,0.19,1.9,1.9,0.2,0.37,0.04,0.4,0.37,0.4,Matches
162,Sam Gallagher\Sam-Gallagher,eng ENG,FW,Southampton,22,1995,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
163,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,28,1989,33,32,2822,0,2,0,0,6,0,0,0.06,0.06,0,0.06,0.7,0.7,1,0.02,0.03,0.06,0.02,0.06,Matches
164,James Garner\James-Garner,eng ENG,MF,Manchester Utd,17,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,26,1992,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
166,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,27,1990,38,38,3420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
167,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,26,1992,19,8,743,1,0,0,0,3,0,0.12,0,0.12,0.12,0.12,1,1,1.6,0.12,0.2,0.32,0.12,0.32,Matches
168,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,18,2000,26,5,663,0,1,0,0,1,0,0,0.14,0.14,0,0.14,0.9,0.9,1.5,0.13,0.2,0.33,0.13,0.33,Matches
169,Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,25,1993,1,1,62,1,0,0,0,1,0,1.45,0,1.45,1.45,1.45,0.5,0.5,0,0.69,0,0.69,0.69,0.69,Matches
170,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,31,1986,27,7,847,2,4,0,0,1,0,0.21,0.43,0.64,0.21,0.64,3.7,3.7,1.9,0.4,0.2,0.6,0.4,0.6,Matches
171,André Gomes\Andre-Gomes,pt POR,MF,Everton,25,1993,27,24,1980,1,1,0,0,7,0,0.05,0.05,0.09,0.05,0.09,1.7,1.7,0.6,0.08,0.03,0.1,0.08,0.1,Matches
172,Angel Gomes\Angel-Gomes,eng ENG,MFFW,Manchester Utd,17,2000,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.34,0,0.34,0.34,0.34,Matches
173,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,21,1997,16,12,1063,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.3,0.02,0.03,0.05,0.02,0.05,Matches
174,Jon Gorenc Stanković\Jon-Gorenc-Stankovic,si SVN,MFDF,Huddersfield,22,1996,11,9,715,1,0,0,0,2,0,0.13,0,0.13,0.13,0.13,0.9,0.9,0.2,0.11,0.02,0.13,0.11,0.13,Matches
175,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,28,1990,25,19,1739,2,1,0,0,8,0,0.1,0.05,0.16,0.1,0.16,1.5,1.5,1.1,0.08,0.06,0.13,0.08,0.13,Matches
176,Karlan Grant\Karlan-Grant,eng ENG,FWMF,Huddersfield,20,1997,13,9,877,3,0,0,0,0,0,0.31,0,0.31,0.31,0.31,2.7,2.7,0.3,0.28,0.03,0.31,0.28,0.31,Matches
177,Andre Gray\Andre-Gray,eng ENG,FW,Watford,27,1991,29,13,1366,7,2,0,0,2,0,0.46,0.13,0.59,0.46,0.59,6.1,6.1,1.5,0.4,0.1,0.5,0.4,0.5,Matches
178,Demarai Gray\Demarai-Gray,eng ENG,FWMF,Leicester City,22,1996,34,23,1985,4,1,0,0,2,0,0.18,0.05,0.23,0.18,0.23,4,4,0.7,0.18,0.03,0.21,0.18,0.21,Matches
179,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,16,2001,3,1,117,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,0.66,0.09,0.76,0.66,0.76,Matches
180,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,27,1991,25,24,1864,3,3,1,2,1,0,0.14,0.14,0.29,0.1,0.24,3.7,2.2,4.7,0.18,0.23,0.41,0.11,0.33,Matches
181,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,31,1987,20,20,1754,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
182,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,19,1999,33,23,2149,0,0,0,0,9,0,0,0,0,0,0,0.4,0.4,2.1,0.02,0.09,0.11,0.02,0.11,Matches
183,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,Manchester City,27,1990,31,23,2137,6,3,0,0,3,0,0.25,0.13,0.38,0.25,0.38,3.6,3.6,4.1,0.15,0.17,0.32,0.15,0.32,Matches
184,Angus Gunn\Angus-Gunn,eng ENG,GK,Southampton,22,1996,12,12,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
185,Aron Gunnarsson\Aron-Gunnarsson,is ISL,MF,Cardiff City,29,1989,28,27,2266,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,1.3,1.3,1.6,0.05,0.06,0.11,0.05,0.11,Matches
186,Florent Hadergjonaj\Florent-Hadergjonaj,xk KVX,DFMF,Huddersfield,24,1994,24,19,1842,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,1.6,0.02,0.08,0.1,0.02,0.1,Matches
187,Ben Hamer\Ben-Hamer,eng ENG,GK,Huddersfield,30,1987,7,7,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
188,Kadeem Harris\Kadeem-Harris,eng ENG,MFFW,Cardiff City,25,1993,13,3,375,1,0,0,0,1,0,0.24,0,0.24,0.24,0.24,1,1,0.3,0.24,0.08,0.32,0.24,0.32,Matches
189,Joe Hart\Joe-Hart,eng ENG,GK,Burnley,31,1987,19,19,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
190,Isaac Hayden\Isaac-Hayden,eng ENG,MF,Newcastle Utd,23,1995,25,21,1859,1,4,0,0,3,1,0.05,0.19,0.24,0.05,0.24,0.9,0.9,1.7,0.04,0.08,0.12,0.04,0.12,Matches
191,Eden Hazard\Eden-Hazard,be BEL,FW,Chelsea,27,1991,37,32,2923,16,15,4,4,2,0,0.49,0.46,0.95,0.37,0.83,11.3,8.2,9.4,0.35,0.29,0.64,0.25,0.54,Matches
192,Rhys Healey\Rhys-Healey,wal WAL,FWMF,Cardiff City,23,1994,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
193,Tom Heaton\Tom-Heaton,eng ENG,GK,Burnley,32,1986,19,19,1710,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
194,Jordan Henderson\Jordan-Henderson,eng ENG,MF,Liverpool,28,1990,32,21,1987,1,3,0,0,2,1,0.05,0.14,0.18,0.05,0.18,1.7,1.7,1.5,0.08,0.07,0.15,0.08,0.15,Matches
195,Jeff Hendrick\Jeff-Hendrick,ie IRL,MFFW,Burnley,26,1992,32,25,2063,3,0,0,0,4,0,0.13,0,0.13,0.13,0.13,1.4,1.4,1.5,0.06,0.06,0.13,0.06,0.13,Matches
196,Wayne Hennessey\Wayne-Hennessey,wal WAL,GK,Crystal Palace,31,1987,18,17,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
197,Javier Hernández\Javier-Hernandez,mx MEX,FW,West Ham,30,1988,25,14,1334,7,1,0,0,2,0,0.47,0.07,0.54,0.47,0.54,6.3,6.3,1.7,0.42,0.12,0.54,0.42,0.54,Matches
198,Ander Herrera\Ander-Herrera,es ESP,MF,Manchester Utd,28,1989,22,16,1403,2,3,0,0,4,0,0.13,0.19,0.32,0.13,0.32,1.7,1.7,1,0.11,0.07,0.17,0.11,0.17,Matches
199,Son Heung-min\Son-Heung-min,kr KOR,FWMF,Tottenham,26,1992,31,23,2039,12,6,0,0,2,1,0.53,0.26,0.79,0.53,0.79,7.8,7.8,3.2,0.34,0.14,0.48,0.34,0.48,Matches
200,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,Chelsea,30,1987,14,13,1085,5,0,0,0,0,0,0.41,0,0.41,0.41,0.41,5.3,5.3,1.1,0.44,0.09,0.53,0.44,0.53,Matches
201,Wesley Hoedt\Wesley-Hoedt,nl NED,DF,Southampton,24,1994,13,13,1170,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0,0.04,0,0.04,0.04,0.04,Matches
202,Jonathan Hogg\Jonathan-Hogg,eng ENG,MF,Huddersfield,29,1988,29,29,2367,0,1,0,0,8,1,0,0.04,0.04,0,0.04,0.3,0.3,0.5,0.01,0.02,0.03,0.01,0.03,Matches
203,Junior Hoilett\Junior-Hoilett,ca CAN,FWMF,Cardiff City,28,1990,32,23,2141,3,1,0,0,4,0,0.13,0.04,0.17,0.13,0.17,3.3,3.3,1.3,0.14,0.05,0.19,0.14,0.19,Matches
204,Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,22,1995,10,9,807,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.02,0.02,0,0.02,Matches
205,José Holebas\Jose-Holebas,gr GRE,DF,Watford,34,1984,28,27,2393,3,6,0,0,12,1,0.11,0.23,0.34,0.11,0.34,1.2,1.2,3.7,0.04,0.14,0.18,0.04,0.18,Matches
